 11001,0,6,-1,  3.34, 10.26,2.14,  0.00,  0.00,0.00,  0.0001025329, -0.0000620117, -1.58,  6.91,  1.70
 11001,1,6, 1,  3.34, 10.26,2.14, -4.89, 20.30,2.19,  0.0001025329,  0.0004022375, -1.58,  6.91,  1.70
 11001,1,6, 2,  3.34, 10.26,2.14,  0.28, 22.75,2.15,  0.0001025329, -0.0002598589, -1.58,  6.91,  1.70
 11001,1,6, 3,  3.34, 10.26,2.14,  4.79,  2.34,2.14,  0.0001025329,  0.0002790982, -1.58,  6.91,  1.70
 11001,1,6, 4,  3.34, 10.26,2.14, -5.64,  6.03,2.28,  0.0001025329, -0.0002202531, -1.58,  6.91,  1.70
 11001,1,6, 5,  3.34, 10.26,2.14, -5.93, 13.03,2.14,  0.0001025329, -0.0003802098, -1.58,  6.91,  1.70
  9001,0,4,-1, -5.64,  6.03,2.28,  0.00,  0.00,0.00, -0.0001702865, -0.0000120208, -1.58,  6.91,  1.70
  9001,1,4, 1, -5.64,  6.03,2.28, -4.89, 20.30,2.19, -0.0001702865,  0.0004522441, -1.58,  6.91,  1.70
  9001,1,4, 2, -5.64,  6.03,2.28,  0.28, 22.75,2.15, -0.0001702865, -0.0002098457, -1.58,  6.91,  1.70
  9001,1,4, 3, -5.64,  6.03,2.28,  4.79,  2.34,2.14, -0.0001702865,  0.0003291121, -1.58,  6.91,  1.70
  9001,1,4, 5, -5.64,  6.03,2.28, -5.93, 13.03,2.14, -0.0001702865, -0.0003302155, -1.58,  6.91,  1.70
  9001,1,4, 6, -5.64,  6.03,2.28,  3.34, 10.26,2.14, -0.0001702865,  0.0001525670, -1.58,  6.91,  1.70
  8001,0,3,-1,  4.79,  2.34,2.14,  0.00,  0.00,0.00,  0.0003790723,  0.0000379923, -1.58,  6.91,  1.70
  8001,1,3, 1,  4.79,  2.34,2.14, -4.89, 20.30,2.19,  0.0003790723,  0.0005022585, -1.58,  6.91,  1.70
  8001,1,3, 2,  4.79,  2.34,2.14,  0.28, 22.75,2.15,  0.0003790723, -0.0001598284, -1.58,  6.91,  1.70
  8001,1,3, 4,  4.79,  2.34,2.14, -5.64,  6.03,2.28,  0.0003790723, -0.0001202510, -1.58,  6.91,  1.70
  8001,1,3, 5,  4.79,  2.34,2.14, -5.93, 13.03,2.14,  0.0003790723, -0.0002801910, -1.58,  6.91,  1.70
  8001,1,3, 6,  4.79,  2.34,2.14,  3.34, 10.26,2.14,  0.0003790723,  0.0002025596, -1.58,  6.91,  1.70
  7001,0,2,-1,  0.28, 22.75,2.15,  0.00,  0.00,0.00,  0.0996903811,  0.0998874155, -1.58,  6.91,  1.70
  7001,1,2, 1,  0.28, 22.75,2.15, -4.89, 20.30,2.19,  0.0996903811,  0.1003517702, -1.58,  6.91,  1.70
  7001,1,2, 3,  0.28, 22.75,2.15,  4.79,  2.34,2.14,  0.0996903811,  0.1002296987, -1.58,  6.91,  1.70
  7001,1,2, 4,  0.28, 22.75,2.15, -5.64,  6.03,2.28,  0.0996903811,  0.0997298705, -1.58,  6.91,  1.70
  7001,1,2, 5,  0.28, 22.75,2.15, -5.93, 13.03,2.14,  0.0996903811,  0.0995691556, -1.58,  6.91,  1.70
  7001,1,2, 6,  0.28, 22.75,2.15,  3.34, 10.26,2.14,  0.0996903811,  0.1000521793, -1.58,  6.91,  1.70
  6001,0,1,-1, -4.89, 20.30,2.19,  0.00,  0.00,0.00,  0.1004017521,  0.0999374148, -1.58,  6.91,  1.70
  6001,1,1, 2, -4.89, 20.30,2.19,  0.28, 22.75,2.15,  0.1004017521,  0.0997404021, -1.58,  6.91,  1.70
